@relation german_credit-weka.filters.unsupervised.instance.Normalize-N1.0-L2.0-weka.filters.unsupervised.instance.Randomize-S42

@attribute checking_status {<0,0<=X<200,>=200,'no checking'}
@attribute duration numeric
@attribute credit_history {'no credits/all paid','all paid','existing paid','delayed previously','critical/other existing credit'}
@attribute purpose {'new car','used car',furniture/equipment,radio/tv,'domestic appliance',repairs,education,vacation,retraining,business,other}
@attribute credit_amount numeric
@attribute savings_status {<100,100<=X<500,500<=X<1000,>=1000,'no known savings'}
@attribute employment {unemployed,<1,1<=X<4,4<=X<7,>=7}
@attribute installment_commitment numeric
@attribute personal_status {'male div/sep','female div/dep/mar','male single','male mar/wid','female single'}
@attribute other_parties {none,'co applicant',guarantor}
@attribute residence_since numeric
@attribute property_magnitude {'real estate','life insurance',car,'no known property'}
@attribute age numeric
@attribute other_payment_plans {bank,stores,none}
@attribute housing {rent,own,'for free'}
@attribute existing_credits numeric
@attribute job {'unemp/unskilled non res','unskilled resident',skilled,'high qualif/self emp/mgmt'}
@attribute num_dependents numeric
@attribute own_telephone {none,yes}
@attribute foreign_worker {yes,no}
@attribute class {good,bad}

@data
'no checking',0.007856,'critical/other existing credit',education,0.999956,<100,1<=X<4,0.000164,'male single',none,0.000491,'no known property',0.005073,bank,'for free',0.000164,skilled,0.000164,yes,yes,good
<0,0.005006,'all paid',education,0.999549,<100,>=7,0.003337,'female div/dep/mar',none,0.003337,'no known property',0.029202,none,'for free',0.000834,skilled,0.000834,none,yes,bad
>=200,0.008139,'existing paid',furniture/equipment,0.999712,<100,<1,0.002713,'female div/dep/mar',none,0.000678,'life insurance',0.022382,bank,own,0.000678,'high qualif/self emp/mgmt',0.000678,yes,yes,good
<0,0.003628,'critical/other existing credit','used car',0.999929,<100,unemployed,0.000302,'male single',none,0.000605,'no known property',0.011337,none,'for free',0.000302,'high qualif/self emp/mgmt',0.000151,yes,yes,good
'no checking',0.003246,'existing paid','new car',0.999978,<100,1<=X<4,0.000135,'male single',none,0.000541,'life insurance',0.005816,none,own,0.000135,'unskilled resident',0.000271,none,yes,good
'no checking',0.004173,'delayed previously','used car',0.999909,<100,<1,0.000278,'female div/dep/mar',none,0.000556,'life insurance',0.012798,none,own,0.000556,'unskilled resident',0.000278,none,yes,good
<0,0.008924,'delayed previously','new car',0.999441,<100,1<=X<4,0.002975,'male single',none,0.001487,'real estate',0.031976,none,own,0.001487,'unskilled resident',0.001487,none,yes,good
0<=X<200,0.009354,'existing paid',furniture/equipment,0.999854,'no known savings',<1,0.002079,'female div/dep/mar',none,0.001559,'real estate',0.014031,none,rent,0.00052,skilled,0.00052,none,yes,bad
'no checking',0.004511,'delayed previously',business,0.999984,'no known savings',<1,0.000501,'male single',none,0.000501,car,0.003383,none,rent,0.000251,skilled,0.000125,yes,yes,bad
'no checking',0.005781,'delayed previously',furniture/equipment,0.999947,100<=X<500,1<=X<4,0.000482,'male single',none,0.000723,'life insurance',0.008431,none,own,0.000482,skilled,0.000241,none,yes,good
'no checking',0.005198,'critical/other existing credit',radio/tv,0.999977,<100,4<=X<7,0.000693,'female div/dep/mar',none,0.000347,car,0.004332,none,own,0.000347,skilled,0.000173,none,yes,good
<0,0.036515,'critical/other existing credit','new car',0.992865,<100,>=7,0.006955,'male single',none,0.006955,'real estate',0.113023,none,own,0.003478,skilled,0.001739,none,yes,good
0<=X<200,0.009537,'critical/other existing credit',business,0.999839,'no known savings',1<=X<4,0.002119,'male mar/wid',none,0.002119,'real estate',0.014836,bank,own,0.00106,skilled,0.00053,none,yes,good
'no checking',0.009569,'critical/other existing credit',radio/tv,0.997952,'no known savings',>=7,0.005468,'male single',none,0.002734,'life insurance',0.062885,none,rent,0.002734,'unskilled resident',0.001367,yes,yes,good
<0,0.007421,'existing paid',furniture/equipment,0.999946,<100,<1,0.001237,'female div/dep/mar',none,0.001237,'real estate',0.007112,none,rent,0.000309,'unskilled resident',0.000309,yes,yes,bad
0<=X<200,0.005181,'existing paid','used car',0.999974,<100,1<=X<4,0.000288,'male single',none,0.000288,car,0.005037,none,rent,0.000144,'high qualif/self emp/mgmt',0.000144,yes,yes,good
<0,0.014463,'delayed previously',radio/tv,0.999739,<100,<1,0.00241,'female div/dep/mar',none,0.001205,car,0.017476,none,rent,0.000603,'unskilled resident',0.000603,yes,yes,bad
<0,0.010689,'existing paid','new car',0.999738,<100,1<=X<4,0.001425,'female div/dep/mar',none,0.00285,car,0.019952,none,rent,0.000713,skilled,0.000713,none,yes,good
<0,0.003395,'critical/other existing credit','new car',0.999971,<100,>=7,0.000377,'male single',none,0.000754,'no known property',0.00679,none,'for free',0.000566,'high qualif/self emp/mgmt',0.000189,yes,yes,good
0<=X<200,0.007009,'no credits/all paid',business,0.999956,100<=X<500,1<=X<4,0.000935,'female div/dep/mar',none,0.000935,car,0.006074,none,rent,0.000467,'unskilled resident',0.000234,none,yes,bad
<0,0.010063,'existing paid',radio/tv,0.999586,<100,>=7,0.001677,'male single',none,0.001677,'real estate',0.026835,bank,rent,0.000419,'unskilled resident',0.000419,none,yes,good
'no checking',0.00266,'critical/other existing credit',radio/tv,0.999603,<100,4<=X<7,0.00133,'male single',none,0.000665,'real estate',0.027933,none,own,0.00133,'unskilled resident',0.00133,none,yes,good
<0,0.008127,'existing paid',furniture/equipment,0.999654,<100,<1,0.002167,'female div/dep/mar',guarantor,0.000542,'life insurance',0.024924,none,rent,0.000542,skilled,0.000542,none,yes,good
'no checking',0.003976,'existing paid',education,0.999984,'no known savings',1<=X<4,0.000221,'male single',none,0.000442,'no known property',0.003865,none,'for free',0.00011,'unskilled resident',0.000221,yes,yes,good
'no checking',0.00571,'critical/other existing credit',business,0.999967,'no known savings',>=7,0.000634,'male single',none,0.000634,'real estate',0.00571,none,own,0.000317,skilled,0.000159,none,yes,good
0<=X<200,0.014509,'existing paid',education,0.998674,'no known savings',1<=X<4,0.003224,'male single',none,0.003224,'no known property',0.049168,none,'for free',0.000806,skilled,0.000806,none,yes,good
'no checking',0.007536,'critical/other existing credit',furniture/equipment,0.999727,>=1000,4<=X<7,0.001884,'female div/dep/mar',none,0.001256,'life insurance',0.021979,none,own,0.000628,skilled,0.000628,none,no,good
'no checking',0.004024,'delayed previously','used car',0.999986,'no known savings',4<=X<7,0.000335,'male single',none,0.000224,car,0.003465,stores,own,0.000112,'high qualif/self emp/mgmt',0.000224,yes,yes,good
0<=X<200,0.010713,'critical/other existing credit',radio/tv,0.999899,500<=X<1000,1<=X<4,0.001587,'male single',none,0.000794,'life insurance',0.009126,none,own,0.000794,'unskilled resident',0.000397,none,yes,bad
0<=X<200,0.014845,'existing paid',radio/tv,0.999864,100<=X<500,1<=X<4,0.00132,'male single',guarantor,0.00132,'life insurance',0.006927,none,rent,0.00033,skilled,0.00033,none,yes,bad
0<=X<200,0.004524,'all paid','used car',0.999972,<100,unemployed,0.000108,'male single',none,0.000215,'no known property',0.005925,bank,'for free',0.000108,'high qualif/self emp/mgmt',0.000108,yes,yes,good
0<=X<200,0.018755,'existing paid',repairs,0.998697,<100,1<=X<4,0.006252,'male single',none,0.003126,car,0.046887,none,own,0.001563,skilled,0.001563,none,yes,bad
0<=X<200,0.005809,'existing paid','new car',0.999723,'no known savings',<1,0.002582,'male single',none,0.001291,'real estate',0.022589,none,own,0.000645,'unemp/unskilled non res',0.000645,none,yes,good
'no checking',0.004141,'critical/other existing credit','used car',0.999989,100<=X<500,1<=X<4,0.000173,'female div/dep/mar',none,0.000345,car,0.002071,bank,rent,0.000173,'unskilled resident',0.000086,none,yes,bad
<0,0.006592,'existing paid',radio/tv,0.999037,<100,4<=X<7,0.002197,'male single',none,0.00293,'real estate',0.043213,none,own,0.000732,skilled,0.000732,none,yes,good
<0,0.016185,'existing paid','domestic appliance',0.999404,100<=X<500,unemployed,0.005395,'female div/dep/mar',none,0.004046,'life insurance',0.029672,none,own,0.001349,skilled,0.001349,none,yes,bad
0<=X<200,0.015835,'existing paid',education,0.999774,<100,4<=X<7,0.00132,'male single',none,0.00044,car,0.014075,none,own,0.00088,skilled,0.00088,none,yes,good
0<=X<200,0.019255,'existing paid','new car',0.999637,<100,<1,0.003209,'male single',none,0.001605,'real estate',0.018452,stores,own,0.000802,'unskilled resident',0.000802,none,yes,bad
0<=X<200,0.005389,'existing paid',radio/tv,0.999895,<100,<1,0.002395,'female div/dep/mar',none,0.001197,car,0.013172,none,own,0.000599,skilled,0.000599,yes,yes,bad
<0,0.006338,'existing paid','new car',0.999858,<100,1<=X<4,0.002113,'female div/dep/mar',guarantor,0.002113,'life insurance',0.015317,none,own,0.000528,skilled,0.000528,yes,yes,good
0<=X<200,0.009419,'critical/other existing credit',furniture/equipment,0.999938,<100,1<=X<4,0.000392,'female div/dep/mar',none,0.000589,car,0.005887,none,own,0.000196,'high qualif/self emp/mgmt',0.000196,yes,yes,bad
'no checking',0.0062,'critical/other existing credit',furniture/equipment,0.999728,<100,>=7,0.002067,'male single',none,0.002067,'real estate',0.022216,none,own,0.00155,skilled,0.000517,yes,yes,good
'no checking',0.00728,'existing paid','domestic appliance',0.999794,<100,<1,0.000809,'female div/dep/mar',none,0.003236,'real estate',0.018605,none,rent,0.000809,skilled,0.000809,yes,yes,good
0<=X<200,0.005093,'delayed previously',business,0.999956,'no known savings',1<=X<4,0.000849,'male single',none,0.000424,'life insurance',0.007852,bank,own,0.000424,'high qualif/self emp/mgmt',0.000212,yes,yes,good
0<=X<200,0.00472,'existing paid',radio/tv,0.999954,'no known savings',>=7,0.000393,'female div/dep/mar',none,0.000787,car,0.008261,none,own,0.000197,skilled,0.000197,yes,yes,good
'no checking',0.00665,'existing paid',furniture/equipment,0.999226,<100,<1,0.001663,'female div/dep/mar',none,0.004988,'real estate',0.03824,none,rent,0.001663,'unskilled resident',0.003325,none,yes,good
'no checking',0.005227,'existing paid',business,0.999917,>=1000,1<=X<4,0.000436,'male single',none,0.000653,'life insurance',0.011761,none,own,0.000653,'high qualif/self emp/mgmt',0.000218,yes,yes,bad
0<=X<200,0.002817,'existing paid','new car',0.999942,'no known savings',1<=X<4,0.000313,'female div/dep/mar',none,0.000626,'real estate',0.010328,none,own,0.000313,'unskilled resident',0.000313,none,yes,good
'no checking',0.004708,'existing paid','new car',0.999968,>=1000,4<=X<7,0.000628,'female div/dep/mar',none,0.000942,car,0.006277,none,rent,0.000314,skilled,0.000314,none,yes,good
<0,0.003429,'critical/other existing credit','new car',0.999959,<100,1<=X<4,0.000857,'female div/dep/mar','co applicant',0.000572,'real estate',0.008288,none,own,0.000572,skilled,0.000286,none,yes,bad
'no checking',0.008042,'critical/other existing credit',radio/tv,0.999904,<100,1<=X<4,0.000894,'female div/dep/mar',none,0.000447,car,0.01117,none,own,0.000894,skilled,0.000447,none,yes,good
'no checking',0.006412,'critical/other existing credit','used car',0.999918,<100,>=7,0.000305,'male single',none,0.001221,car,0.010991,none,own,0.000305,'high qualif/self emp/mgmt',0.000305,yes,yes,good
'no checking',0.000887,'critical/other existing credit','new car',0.999977,<100,4<=X<7,0.000148,'male single',none,0.000444,'no known property',0.006656,none,own,0.000296,'high qualif/self emp/mgmt',0.000296,yes,yes,good
<0,0.008281,'existing paid',furniture/equipment,0.99984,>=1000,>=7,0.001104,'female div/dep/mar',none,0.001104,'life insurance',0.015735,none,rent,0.000552,skilled,0.000276,yes,yes,good
'no checking',0.003579,'all paid','used car',0.99998,'no known savings',<1,0.000383,'male single',guarantor,0.000511,'real estate',0.005112,bank,rent,0.000256,skilled,0.000256,yes,yes,good
'no checking',0.010123,'critical/other existing credit',business,0.999683,<100,1<=X<4,0.002531,'female div/dep/mar',none,0.001687,'real estate',0.022778,none,own,0.001687,skilled,0.000844,none,yes,good
'no checking',0.008556,'critical/other existing credit',furniture/equipment,0.999608,500<=X<1000,4<=X<7,0.002139,'female div/dep/mar',none,0.002852,car,0.026381,none,rent,0.000713,skilled,0.000713,yes,yes,good
<0,0.019987,'critical/other existing credit','new car',0.998538,<100,>=7,0.003331,'male single',none,0.003331,car,0.049969,none,own,0.001666,'unskilled resident',0.000833,none,yes,bad
0<=X<200,0.010359,'existing paid',radio/tv,0.99969,500<=X<1000,1<=X<4,0.00259,'male div/sep',none,0.000863,car,0.022446,none,own,0.000863,skilled,0.000863,yes,yes,good
0<=X<200,0.01868,'existing paid',radio/tv,0.99874,<100,>=7,0.004981,'male single',none,0.003736,car,0.046077,none,own,0.001245,skilled,0.002491,none,yes,bad
'no checking',0.004525,'existing paid',furniture/equipment,0.999925,<100,1<=X<4,0.000905,'male single',none,0.000905,'real estate',0.011311,bank,rent,0.000452,'unskilled resident',0.000452,none,yes,bad
>=200,0.006284,'existing paid',furniture/equipment,0.999909,<100,1<=X<4,0.000698,'male single',none,0.000349,'real estate',0.01187,none,own,0.000349,'unskilled resident',0.000698,none,yes,bad
0<=X<200,0.008315,'existing paid',radio/tv,0.999638,<100,>=7,0.003696,'male single',none,0.003696,car,0.024945,none,own,0.001848,'unskilled resident',0.000924,none,yes,good
'no checking',0.015651,'critical/other existing credit',radio/tv,0.999066,>=1000,1<=X<4,0.003478,'male single',none,0.002609,'real estate',0.039997,none,own,0.001739,skilled,0.00087,none,yes,good
0<=X<200,0.003652,'delayed previously',business,0.999988,100<=X<500,4<=X<7,0.000101,'male single',none,0.000304,'life insurance',0.003145,none,own,0.000203,'unskilled resident',0.000203,yes,yes,good
0<=X<200,0.004648,'existing paid',repairs,0.999839,<100,unemployed,0.000516,'female div/dep/mar',none,0.001033,car,0.017301,none,own,0.000258,skilled,0.000258,yes,yes,good
'no checking',0.001705,'existing paid','new car',0.999971,<100,1<=X<4,0.000568,'male single',guarantor,0.000853,'life insurance',0.00739,none,rent,0.000284,skilled,0.000284,none,yes,good
'no checking',0.017153,'existing paid','domestic appliance',0.999464,'no known savings',<1,0.004574,'female div/dep/mar',none,0.001144,'real estate',0.027445,none,own,0.001144,skilled,0.001144,none,yes,good
'no checking',0.018692,'existing paid','new car',0.996881,<100,1<=X<4,0.006231,'male div/sep',none,0.003115,'real estate',0.076324,none,own,0.001558,'unskilled resident',0.001558,none,yes,good
'no checking',0.011938,'delayed previously',business,0.999884,<100,1<=X<4,0.000724,'female div/dep/mar',none,0.000724,car,0.009406,none,own,0.000724,skilled,0.000362,yes,yes,good
<0,0.011079,'existing paid','new car',0.999865,<100,4<=X<7,0.000615,'male single',none,0.001231,'no known property',0.012002,bank,'for free',0.000308,'high qualif/self emp/mgmt',0.000615,yes,yes,good
'no checking',0.024009,'existing paid',radio/tv,0.999386,'no known savings',>=7,0.004002,'male single',none,0.002001,car,0.02501,none,own,0.002001,skilled,0.001,none,yes,good
'no checking',0.006753,'existing paid',furniture/equipment,0.999934,500<=X<1000,1<=X<4,0.0009,'female div/dep/mar',none,0.001801,car,0.009004,none,rent,0.00045,skilled,0.00045,none,yes,good
'no checking',0.005723,'no credits/all paid','used car',0.999975,'no known savings',1<=X<4,0.000212,'male single',none,0.000212,'life insurance',0.004133,none,own,0.000106,'unskilled resident',0.000212,none,yes,good
0<=X<200,0.002834,'delayed previously','used car',0.999983,'no known savings',4<=X<7,0.000425,'male single',none,0.000567,'life insurance',0.005101,bank,rent,0.000283,'high qualif/self emp/mgmt',0.000283,yes,yes,good
>=200,0.00925,'existing paid',radio/tv,0.999792,<100,1<=X<4,0.002313,'male mar/wid',none,0.003083,'real estate',0.01773,none,rent,0.000771,skilled,0.000771,none,yes,good
'no checking',0.016362,'critical/other existing credit',radio/tv,0.998103,<100,unemployed,0.003636,'female div/dep/mar',none,0.003636,car,0.059086,none,own,0.001818,'unemp/unskilled non res',0.000909,none,yes,good
<0,0.016487,'existing paid',radio/tv,0.99881,100<=X<500,<1,0.005496,'male mar/wid',none,0.004122,'no known property',0.045338,none,own,0.001374,'unskilled resident',0.001374,yes,yes,bad
'no checking',0.009216,'existing paid',radio/tv,0.998922,100<=X<500,unemployed,0.001418,'female div/dep/mar',none,0.002836,'real estate',0.045373,none,own,0.000709,skilled,0.000709,none,yes,good
'no checking',0.003448,'critical/other existing credit',radio/tv,0.999843,<100,>=7,0.001149,'male mar/wid',none,0.001149,'real estate',0.017239,none,rent,0.001149,skilled,0.000575,none,yes,good
<0,0.005799,'no credits/all paid',business,0.999933,<100,4<=X<7,0.000966,'male single',none,0.000322,'life insurance',0.009986,bank,own,0.000322,skilled,0.000322,yes,yes,good
0<=X<200,0.00219,'all paid','new car',0.999985,100<=X<500,unemployed,0.000146,'male single',none,0.000292,'life insurance',0.004963,none,own,0.000146,'high qualif/self emp/mgmt',0.000292,yes,yes,bad
'no checking',0.003765,'delayed previously',radio/tv,0.999989,500<=X<1000,4<=X<7,0.000314,'male single',none,0.000078,car,0.002902,none,own,0.000078,'high qualif/self emp/mgmt',0.000078,yes,yes,good
0<=X<200,0.005014,'critical/other existing credit',business,0.999924,<100,unemployed,0.000836,'male mar/wid',none,0.000836,car,0.011141,none,own,0.000836,'unemp/unskilled non res',0.000557,yes,yes,good
0<=X<200,0.003748,'delayed previously',radio/tv,0.99998,<100,<1,0.000156,'male single',none,0.000312,car,0.005154,none,own,0.000156,skilled,0.000156,none,yes,good
'no checking',0.012857,'existing paid',radio/tv,0.999833,500<=X<1000,>=7,0.001714,'male single',none,0.000857,car,0.012857,bank,own,0.000429,'high qualif/self emp/mgmt',0.000429,none,yes,good
'no checking',0.002587,'existing paid','used car',0.999983,'no known savings',1<=X<4,0.000216,'male div/sep',none,0.000431,'no known property',0.005174,none,'for free',0.000108,skilled,0.000108,yes,yes,good
0<=X<200,0.003831,'existing paid','used car',0.999988,<100,<1,0.000106,'male mar/wid',none,0.000426,car,0.002979,none,rent,0.000106,'high qualif/self emp/mgmt',0.000106,yes,yes,bad
'no checking',0.004583,'critical/other existing credit','new car',0.999984,<100,1<=X<4,0.000509,'female div/dep/mar',none,0.000255,'real estate',0.003183,stores,own,0.000255,skilled,0.000127,yes,yes,bad
<0,0.019876,'existing paid','new car',0.999593,<100,<1,0.003313,'female div/dep/mar',none,0.003313,'life insurance',0.019876,none,rent,0.000828,skilled,0.000828,none,yes,bad
<0,0.01736,'critical/other existing credit',business,0.999667,100<=X<500,4<=X<7,0.002893,'male single',none,0.000723,'real estate',0.018807,none,own,0.001447,skilled,0.000723,yes,yes,good
'no checking',0.01031,'critical/other existing credit','new car',0.999219,500<=X<1000,1<=X<4,0.003437,'male single',none,0.003437,'real estate',0.037804,none,own,0.000859,skilled,0.000859,yes,yes,good
